"","date","one_USD_equivalent_to_x_NPR","one_GBP_equivalent_to_x_NPR","one_AUD_equivalent_to_x_NPR","one_EUR_equivalent_to_x_NPR"
"1233",2009-09-29,75.608553,120.748605,66.112176,110.328
"1234",2009-09-30,75.011941,120.063346,66.326777,109.93
"1235",2009-10-01,75.327225,119.751396,65.413376,109.345
"1236",2009-10-02,74.926662,119.005008,65.822495,109.318
"1237",2009-10-03,74.926662,119.005008,65.822495,109.318
"1238",2009-10-04,74.926662,119.005008,65.822495,109.318
"1239",2009-10-05,74.656889,119.080622,65.525355,109.447
"1240",2009-10-06,74.025948,117.893769,65.925231,108.981
"1241",2009-10-07,73.140973,116.784241,65.329974,107.605
"1242",2009-10-08,73.087071,117.398392,66.13002,108.03
"1243",2009-10-09,73.531967,116.747845,66.471563,108.342
"1244",2009-10-10,73.531967,116.747845,66.471563,108.342
"1245",2009-10-11,73.531967,116.747845,66.471563,108.342
"1246",2009-10-12,72.958156,115.429947,66.282012,107.927
"1247",2009-10-13,73.082312,116.451648,66.270462,108.498
"1248",2009-10-14,72.505358,116.052096,66.424321,108.265
"1249",2009-10-15,72.455871,118.392877,66.97466,108.365
"1250",2009-10-16,73.031929,119.538867,66.93471,108.876
"1251",2009-10-17,73.031929,119.538867,66.93471,108.876
"1252",2009-10-18,73.031929,119.538867,66.93471,108.876
"1253",2009-10-19,72.725693,119.335526,67.535836,108.834
"1254",2009-10-20,72.934717,119.477898,67.422629,108.928
"1255",2009-10-21,72.638769,120.665265,67.360193,109.009
"1256",2009-10-22,73.443691,122.192235,68.244379,110.474
"1257",2009-10-23,73.558961,120.039139,67.849813,110.412
"1258",2009-10-24,73.558961,120.039139,67.849813,110.412
"1259",2009-10-25,73.558961,120.039139,67.849813,110.412
"1260",2009-10-26,74.347329,121.223258,68.131089,110.495
"1261",2009-10-27,74.214078,121.694334,68.101195,109.963
"1262",2009-10-28,74.969425,122.804674,67.379091,110.34
"1263",2009-10-29,73.816712,122.299877,67.536375,109.544
"1264",2009-10-30,74.358243,122.418147,66.996086,109.552
"1265",2009-10-31,74.358243,122.418147,66.996086,109.552
"1266",2009-11-01,74.358243,122.418147,66.996086,109.552
"1267",2009-11-02,72.779207,119.351759,65.896917,107.524
"1268",2009-11-03,72.232028,118.649643,65.335257,106.405
"1269",2009-11-04,71.561638,118.53069,65.115354,106.405
"1270",2009-11-05,73.927947,122.565188,67.325702,109.99
"1271",2009-11-06,73.873662,122.783747,67.851178,109.695
"1272",2009-11-07,73.873662,122.783747,67.851178,109.695
"1273",2009-11-08,73.873662,122.783747,67.851178,109.695
"1274",2009-11-09,72.908449,122.394855,67.946473,109.421
"1275",2009-11-10,73.458306,122.97744,68.389541,110.114
"1276",2009-11-11,73.138014,121.308391,68.051416,109.59
"1277",2009-11-12,73.953019,122.666071,68.434756,109.872
"1278",2009-11-13,72.845261,121.550084,68.035457,108.605
"1279",2009-11-14,72.845261,121.550084,68.035457,108.605
"1280",2009-11-15,72.845261,121.550084,68.035457,108.605
"1281",2009-11-16,72.704218,122.445768,68.121561,108.94
"1282",2009-11-17,72.601331,122.15449,67.611268,108.009
"1283",2009-11-18,72.005483,120.551948,66.871817,107.677
"1284",2009-11-19,73.26495,122.034618,67.374846,109.282
"1285",2009-11-20,73.403525,121.36485,67.163435,109.107
"1286",2009-11-21,73.403525,121.36485,67.163435,109.107
"1287",2009-11-22,73.403525,121.36485,67.163435,109.107
"1288",2009-11-23,73.421334,121.964028,67.852378,109.853
"1289",2009-11-24,71.881473,119.234179,66.226531,107.585
"1290",2009-11-25,72.505288,121.159837,67.399533,109.686
"1291",2009-11-26,73.663261,121.07135,66.636056,110.296
"1292",2009-11-27,73.070509,120.678638,66.303493,109.54
"1293",2009-11-28,73.070509,120.678638,66.303493,109.54
"1294",2009-11-29,73.070509,120.678638,66.303493,109.54
"1295",2009-11-30,73.310061,120.69075,67.283657,110.251
"1296",2009-12-01,72.733598,120.942149,67.326095,109.755
"1297",2009-12-02,73.140677,121.860697,67.867126,110.223
"1298",2009-12-03,72.874876,120.71028,67.415413,109.786
"1299",2009-12-04,72.991856,120.332889,66.792313,108.444
"1300",2009-12-05,72.991856,120.332889,66.792313,108.444
"1301",2009-12-06,72.991856,120.332889,66.792313,108.444
"1302",2009-12-07,73.113672,120.403906,66.92654,108.508
"1303",2009-12-08,74.159352,120.539704,66.964856,108.992
"1304",2009-12-09,73.364771,119.475138,66.735588,108.125
"1305",2009-12-10,73.613959,119.860712,67.471064,108.426
"1306",2009-12-11,74.033108,120.374819,67.58821,108.229
"1307",2009-12-12,74.033108,120.374819,67.58821,108.229
"1308",2009-12-13,74.033108,120.374819,67.58821,108.229
"1309",2009-12-14,73.253053,119.509127,67.091795,107.367
"1310",2009-12-15,73.611608,119.778449,66.716111,107.046
"1311",2009-12-16,73.716095,120.395772,66.315724,107.08
"1312",2009-12-17,73.882345,119.435493,65.443601,105.999
"1313",2009-12-18,73.666458,119.183673,65.6302,105.704
"1314",2009-12-19,73.666458,119.183673,65.6302,105.704
"1315",2009-12-20,73.666458,119.183673,65.6302,105.704
"1316",2009-12-21,74.084132,118.965944,65.247195,105.844
"1317",2009-12-22,73.768767,117.801927,64.66392,105.15
"1318",2009-12-23,72.510463,115.797037,63.828442,103.951
"1319",2009-12-24,73.564129,117.553877,65.069175,105.822
"1320",2009-12-25,1,1.6006,0.884622,1.4399
"1321",2009-12-26,1,1.6006,0.884622,1.4399
"1322",2009-12-27,1,1.6006,0.884622,1.4399
"1323",2009-12-28,73.104696,116.998441,64.841118,105.088
"1324",2009-12-29,73.997769,117.7185,66.131846,106.135
"1325",2009-12-30,73.523916,118.215247,65.773453,105.448
"1326",2009-12-31,73.644866,119.10035,66.14695,105.511
"1327",2010-01-01,1,1.617763,0.898084,1.439
"1328",2010-01-02,1,1.617763,0.898084,1.439
"1329",2010-01-03,1,1.617763,0.898084,1.439
"1330",2010-01-04,72.787022,117.27882,66.42708,104.988
"1331",2010-01-05,72.816372,116.464039,66.409345,104.608
"1332",2010-01-06,71.904332,115.232532,66.204935,103.571
"1333",2010-01-07,71.475765,113.899833,65.635582,102.339
"1334",2010-01-08,71.695233,115.635143,66.320046,103.32
"1335",2010-01-09,71.695233,115.635143,66.320046,103.32
"1336",2010-01-10,71.695233,115.635143,66.320046,103.32
"1337",2010-01-11,71.393426,115.058863,66.396847,103.599
"1338",2010-01-12,71.993507,116.296586,66.28824,104.225
"1339",2010-01-13,71.837648,117.009084,66.422842,104.337
"1340",2010-01-14,71.767586,117.267298,66.848461,104.063
"1341",2010-01-15,72.048503,117.423556,66.48179,103.685
"1342",2010-01-16,72.048503,117.423556,66.48179,103.685
"1343",2010-01-17,72.048503,117.423556,66.48179,103.685
"1344",2010-01-18,71.720691,117.311535,66.530165,103.328
"1345",2010-01-19,72.167215,118.109099,66.590425,103.062
"1346",2010-01-20,72.495393,118.200832,66.092266,102.291
"1347",2010-01-21,72.281336,117.134153,65.392761,101.895
"1348",2010-01-22,72.496287,116.868445,65.322416,102.517
"1349",2010-01-23,72.496287,116.868445,65.322416,102.517
"1350",2010-01-24,72.496287,116.868445,65.322416,102.517
"1351",2010-01-25,72.720848,118.194349,65.82651,102.9
"1352",2010-01-26,71.607726,115.639908,64.46206,100.838
"1353",2010-01-27,73.316941,118.651672,65.723869,102.871
"1354",2010-01-28,73.099227,118.040462,65.351382,102.105
"1355",2010-01-29,73.171558,117.032295,64.694593,101.467
"1356",2010-01-30,73.171558,117.032295,64.694593,101.467
"1357",2010-01-31,73.171558,117.032295,64.694593,101.467
"1358",2010-02-01,72.658146,115.925077,64.824471,101.191
"1359",2010-02-02,72.575844,116.108059,64.433998,101.432
"1360",2010-02-03,72.842961,115.976406,64.283266,101.259
"1361",2010-02-04,73.273918,115.57838,63.695295,100.715
"1362",2010-02-05,73.711988,115.441328,64.032258,100.838
"1363",2010-02-06,73.711988,115.441328,64.032258,100.838
"1364",2010-02-07,73.711988,115.441328,64.032258,100.838
"1365",2010-02-08,73.435372,114.391969,63.429692,100.276
"1366",2010-02-09,72.953127,114.514806,64.024452,100.544
"1367",2010-02-10,73.308369,114.478256,64.311412,100.821
"1368",2010-02-11,73.439556,115.28224,65.399636,100.48
"1369",2010-02-12,72.627796,114.351039,64.584882,99.028
"1370",2010-02-13,72.627796,114.351039,64.584882,99.028
"1371",2010-02-14,72.627796,114.351039,64.584882,99.028
"1372",2010-02-15,72.998603,114.414103,64.944408,99.3
"1373",2010-02-16,71.953221,113.650757,64.883736,99.058
"1374",2010-02-17,73.249798,114.881282,65.84594,99.671
"1375",2010-02-18,73.346705,113.133952,65.26441,98.732
"1376",2010-02-19,72.207124,111.843003,64.985457,98.31
"1377",2010-02-20,72.207124,111.843003,64.985457,98.31
"1378",2010-02-21,72.207124,111.843003,64.985457,98.31
"1379",2010-02-22,72.647361,112.591411,65.455268,98.844
"1380",2010-02-23,73.017668,112.829564,65.212597,98.771
"1381",2010-02-24,72.927712,112.464131,65.243757,98.766
"1382",2010-02-25,72.760786,110.923527,64.527943,98.489
"1383",2010-02-26,72.251486,110.397937,64.725289,98.486
"1384",2010-02-27,72.251486,110.397937,64.725289,98.486
"1385",2010-02-28,72.251486,110.397937,64.725289,98.486
"1386",2010-03-01,72.37723,108.413961,65.173627,98.158
"1387",2010-03-02,72.049776,108.285336,65.225974,98.139
"1388",2010-03-03,71.802657,108.447972,65.012886,98.384
"1389",2010-03-04,72.572144,109.135392,65.316372,98.582
"1390",2010-03-05,71.492406,108.649643,64.923374,97.437
"1391",2010-03-06,71.492406,108.649643,64.923374,97.437
"1392",2010-03-07,71.492406,108.649643,64.923374,97.437
"1393",2010-03-08,71.792612,108.022099,65.229866,97.76
"1394",2010-03-09,71.525685,107.422737,65.512251,97.325
"1395",2010-03-10,71.140512,106.503896,65.008038,97.057
"1396",2010-03-11,71.56741,107.863436,65.542394,97.94
"1397",2010-03-12,71.53159,108.826649,65.45219,98.499
"1398",2010-03-13,71.53159,108.826649,65.45219,98.499
"1399",2010-03-14,71.53159,108.826649,65.45219,98.499
"1400",2010-03-15,71.949989,108.32893,65.75304,98.406
"1401",2010-03-16,71.344324,108.714033,65.585525,98.234
"1402",2010-03-17,71.492939,109.519402,66.023797,98.217
"1403",2010-03-18,71.773175,109.493501,66.128858,97.712
"1404",2010-03-19,71.707173,107.747808,65.703262,97.07
"1405",2010-03-20,71.707173,107.747808,65.703262,97.07
"1406",2010-03-21,71.707173,107.747808,65.703262,97.07
"1407",2010-03-22,71.353284,107.824683,65.559393,96.805
"1408",2010-03-23,71.776062,107.852282,65.904009,96.668
"1409",2010-03-24,71.812317,107.012072,65.498768,95.733
"1410",2010-03-25,71.813331,106.654018,65.279049,95.562
"1411",2010-03-26,70.991797,105.801289,64.194201,95.2
"1412",2010-03-27,70.991797,105.801289,64.194201,95.2
"1413",2010-03-28,70.991797,105.801289,64.194201,95.2
"1414",2010-03-29,70.614198,105.807491,64.762909,95.195
"1415",2010-03-30,71.25149,107.445518,65.485417,95.648
"1416",2010-03-31,70.443441,106.975829,64.524988,95.155
"1417",2010-04-01,69.916814,106.941786,64.381101,94.975
"1418",2010-04-02,70.325805,106.989974,64.683648,94.975
"1419",2010-04-03,70.325805,106.989974,64.683648,94.975
"1420",2010-04-04,70.325805,106.989974,64.683648,94.975
"1421",2010-04-05,70.409222,107.730263,64.864773,94.975
"1422",2010-04-06,70.076854,107.040119,65.03497,93.917
"1423",2010-04-07,70.032215,106.77213,64.95657,93.479
"1424",2010-04-08,69.525485,106.284897,64.607734,92.893
"1425",2010-04-09,68.98452,106.186296,64.396045,93.136
"1426",2010-04-10,68.98452,106.186296,64.396045,93.136
"1427",2010-04-11,68.98452,106.186296,64.396045,93.136
"1428",2010-04-12,69.964695,107.594164,64.860221,95.124
"1429",2010-04-13,69.819972,107.364972,64.796781,95.018
"1430",2010-04-14,69.662419,107.809383,65.216288,95.131
"1431",2010-04-15,69.73626,107.874644,65.134521,94.66
"1432",2010-04-16,69.794135,107.224118,64.510609,94.25
"1433",2010-04-17,69.794135,107.224118,64.510609,94.25
"1434",2010-04-18,69.794135,107.224118,64.510609,94.25
"1435",2010-04-19,70.022985,107.379193,64.804776,94.44
"1436",2010-04-20,70.249349,107.949217,65.459842,94.38
"1437",2010-04-21,69.950709,107.845711,64.918215,93.664
"1438",2010-04-22,70.171063,107.899189,64.975926,93.117
"1439",2010-04-23,69.387328,106.732559,64.375433,92.868
"1440",2010-04-24,69.387328,106.732559,64.375433,92.868
"1441",2010-04-25,69.387328,106.732559,64.375433,92.868
"1442",2010-04-26,69.386613,107.323407,64.376212,92.985
"1443",2010-04-27,70.56184,107.603334,64.692329,92.937
"1444",2010-04-28,70.224779,106.787893,64.945755,92.788
"1445",2010-04-29,69.798688,107.195461,64.96877,92.574
"1446",2010-04-30,69.75485,106.743383,64.506259,92.76
"1447",2010-05-01,69.75485,106.743383,64.506259,92.76
"1448",2010-05-02,69.75485,106.743383,64.506259,92.76
"1449",2010-05-03,70.234091,107.116118,65.132078,92.709
"1450",2010-05-04,70.983493,107.390594,64.568482,92.023
"1451",2010-05-05,71.102614,107.387154,64.480928,91.118
"1452",2010-05-06,72.250455,107.457028,64.087909,91.274
"1453",2010-05-07,71.634525,106.314136,63.597578,91.377
"1454",2010-05-08,71.634525,106.314136,63.597578,91.377
"1455",2010-05-09,71.634525,106.314136,63.597578,91.377
"1456",2010-05-10,71.604977,106.412374,64.644295,91.504
"1457",2010-05-11,71.456849,106.653273,63.943602,90.25
"1458",2010-05-12,70.890893,105.200188,63.482358,89.599
"1459",2010-05-13,71.170561,104.026807,63.771792,89.255
"1460",2010-05-14,71.678803,104.204893,63.527176,88.595
"1461",2010-05-15,71.678803,104.204893,63.527176,88.595
"1462",2010-05-16,71.678803,104.204893,63.527176,88.595
"1463",2010-05-17,71.39837,103.405399,62.6746,88.484
"1464",2010-05-18,72.775269,104.078206,62.726822,88.633
"1465",2010-05-19,71.630759,103.271289,60.752806,88.772
"1466",2010-05-20,72.63082,104.17931,59.069343,90.636
"1467",2010-05-21,73.124851,105.870968,60.898608,91.896
"1468",2010-05-22,73.124851,105.870968,60.898608,91.896
"1469",2010-05-23,73.124851,105.870968,60.898608,91.896
"1470",2010-05-24,73.758704,106.328937,60.861896,91.092
"1471",2010-05-25,74.094444,106.81574,61.369247,91.477
"1472",2010-05-26,75.085846,108.014654,62.017913,91.402
"1473",2010-05-27,74.011176,107.770047,62.689669,91.389
"1474",2010-05-28,73.53593,106.310954,62.311357,90.258
"1475",2010-05-29,73.53593,106.310954,62.311357,90.258
"1476",2010-05-30,73.53593,106.310954,62.311357,90.258
"1477",2010-05-31,73.855794,107.274232,62.54152,90.754
"1478",2010-06-01,73.544511,107.887037,61.277074,89.967
"1479",2010-06-02,73.635918,107.905891,62.004128,90.123
"1480",2010-06-03,73.420166,107.450391,61.937608,89.345
"1481",2010-06-04,74.315429,107.638234,61.256627,88.963
"1482",2010-06-05,74.315429,107.638234,61.256627,88.963
"1483",2010-06-06,74.315429,107.638234,61.256627,88.963
"1484",2010-06-07,74.126478,107.323619,60.164057,88.381
"1485",2010-06-08,73.662713,106.482734,60.870375,88.189
"1486",2010-06-09,73.867578,107.489382,61.310908,88.582
"1487",2010-06-10,73.291766,107.835966,62.114362,88.749
"1488",2010-06-11,73.730395,107.481348,62.735829,89.317
"1489",2010-06-12,73.730395,107.481348,62.735829,89.317
"1490",2010-06-13,73.730395,107.481348,62.735829,89.317
"1491",2010-06-14,72.962023,107.546145,62.67665,89.145
"1492",2010-06-15,72.647942,107.540255,62.807916,89.495
"1493",2010-06-16,72.928038,107.505987,62.996562,89.789
"1494",2010-06-17,72.65789,107.665151,63.062526,89.965
"1495",2010-06-18,72.50464,107.675255,63.238089,89.855
"1496",2010-06-19,72.50464,107.675255,63.238089,89.855
"1497",2010-06-20,72.50464,107.675255,63.238089,89.855
"1498",2010-06-21,72.30432,106.748981,63.434962,89.05
"1499",2010-06-22,72.537678,107.549221,63.355628,89.04
"1500",2010-06-23,72.187678,108.079728,63.159091,88.928
"1501",2010-06-24,72.664343,108.517129,63.055497,89.646
"1502",2010-06-25,72.233896,109.020493,63.162544,89.375
"1503",2010-06-26,72.233896,109.020493,63.162544,89.375
"1504",2010-06-27,72.233896,109.020493,63.162544,89.375
"1505",2010-06-28,72.955934,110.19685,63.496385,89.568
"1506",2010-06-29,73.192188,110.195206,62.202385,89.192
"1507",2010-06-30,73.211774,109.432901,61.610129,89.538
"1508",2010-07-01,72.0307,109.273499,61.057197,90.096
"1509",2010-07-02,73.114311,111.354495,61.58258,91.912
"1510",2010-07-03,73.114311,111.354495,61.58258,91.912
"1511",2010-07-04,73.114311,111.354495,61.58258,91.912
"1512",2010-07-05,73.294249,110.923467,61.406709,91.889
"1513",2010-07-06,73.399873,111.209794,62.477244,92.66
"1514",2010-07-07,73.862107,112.137964,63.797347,93.31
"1515",2010-07-08,73.507169,111.42823,64.525275,93.31
"1516",2010-07-09,73.495729,111.264368,64.546781,92.928
"1517",2010-07-10,73.495729,111.264368,64.546781,92.928
"1518",2010-07-11,73.495729,111.264368,64.546781,92.928
"1519",2010-07-12,73.354249,110.245911,64.263447,92.353
"1520",2010-07-13,72.648377,110.321117,64.217914,92.416
"1521",2010-07-14,73.230769,111.838888,64.582583,93.296
"1522",2010-07-15,72.607317,112.141919,64.20052,93.874
"1523",2010-07-16,73.764306,113.144348,64.150639,95.392
"1524",2010-07-17,73.764306,113.144348,64.150639,95.392
"1525",2010-07-18,73.764306,113.144348,64.150639,95.392
"1526",2010-07-19,74.170338,112.98446,64.400081,95.969
"1527",2010-07-20,74.52959,113.959915,65.770705,96.091
"1528",2010-07-21,74.569236,113.250862,65.382502,95.21
"1529",2010-07-22,73.780516,112.714895,66.004992,95.199
"1530",2010-07-23,73.864323,113.996654,66.177062,95.381
"1531",2010-07-24,73.864323,113.996654,66.177062,95.381
"1532",2010-07-25,73.864323,113.996654,66.177062,95.381
"1533",2010-07-26,73.449496,113.839275,66.280458,95.477
"1534",2010-07-27,73.391579,114.416177,66.141519,95.343
"1535",2010-07-28,73.534483,114.675309,65.633416,95.536
"1536",2010-07-29,73.221441,114.311806,66.06347,95.759
"1537",2010-07-30,72.748677,114.148014,65.781553,94.857
"1538",2010-07-31,72.748677,114.148014,65.781553,94.857
"1539",2010-08-01,72.748677,114.148014,65.781553,94.857
"1540",2010-08-02,72.145568,114.694739,65.86226,95.059
"1541",2010-08-03,72.812098,116.128799,66.492197,96.294
"1542",2010-08-04,72.812098,116.114796,66.492197,96.294
"1543",2010-08-05,72.893297,115.850948,66.838328,95.913
"1544",2010-08-06,72.736515,115.622287,66.574543,95.874
"1545",2010-08-07,72.736515,115.622287,66.574543,95.874
"1546",2010-08-08,72.736515,115.622287,66.574543,95.874
"1547",2010-08-09,71.920819,114.917619,66.04963,95.554
"1548",2010-08-10,72.679516,115.612601,66.580114,96.155
"1549",2010-08-11,72.818354,115.481116,66.517251,96.011
"1550",2010-08-12,74.288384,116.134372,66.464196,95.416
"1551",2010-08-13,73.43258,114.504132,65.930021,94.214
"1552",2010-08-14,73.43258,114.504132,65.930021,94.214
"1553",2010-08-15,73.43258,114.504132,65.930021,94.214
"1554",2010-08-16,73.73111,115.056207,65.953632,94.162
"1555",2010-08-17,73.374961,114.7979,65.753655,94.008
"1556",2010-08-18,73.121894,113.937818,66.212739,94.181
"1557",2010-08-19,73.305072,114.397912,65.893581,94.241
"1558",2010-08-20,73.234697,114.096825,65.310542,93.799
"1559",2010-08-21,73.234697,114.096825,65.310542,93.799
"1560",2010-08-22,73.234697,114.096825,65.310542,93.799
"1561",2010-08-23,73.306845,113.987032,65.124065,93.173
"1562",2010-08-24,73.76573,114.303409,65.682171,93.203
"1563",2010-08-25,73.679253,113.52482,65.099315,93.079
"1564",2010-08-26,73.68525,114.00733,65.209644,93.315
"1565",2010-08-27,73.650244,114.303164,65.171669,93.58
"1566",2010-08-28,73.650244,114.303164,65.171669,93.58
"1567",2010-08-29,73.650244,114.303164,65.171669,93.58
"1568",2010-08-30,73.582406,114.308161,66.473297,93.847
"1569",2010-08-31,73.967314,114.433859,65.972115,93.687
"1570",2010-09-01,74.004099,113.625802,66.105048,93.889
"1571",2010-09-02,73.506209,113.577118,66.886994,94.11
"1572",2010-09-03,73.57555,113.327729,66.970407,94.368
"1573",2010-09-04,73.57555,113.327729,66.970407,94.368
"1574",2010-09-05,73.57555,113.327729,66.970407,94.368
"1575",2010-09-06,72.968823,112.772384,66.822443,94.086
"1576",2010-09-07,73.078178,112.538296,67.01133,94.037
"1577",2010-09-08,74.108692,113.774522,67.49156,93.955
"1578",2010-09-09,73.125196,113.181376,67.173882,93.103
"1579",2010-09-10,73.238005,113.008753,67.647358,92.961
"1580",2010-09-11,73.238005,113.008753,67.647358,92.961
"1581",2010-09-12,73.238005,113.008753,67.647358,92.961
"1582",2010-09-13,72.099552,110.829203,66.994739,91.689
"1583",2010-09-14,72.567589,111.987771,67.790841,93.409
"1584",2010-09-15,72.118996,112.077751,67.783404,93.697
"1585",2010-09-16,72.536304,113.427851,68.113997,94.406
"1586",2010-09-17,72.604007,113.47956,67.97723,94.937
"1587",2010-09-18,72.604007,113.47956,67.97723,94.937
"1588",2010-09-19,72.604007,113.47956,67.97723,94.937
"1589",2010-09-20,72.269243,113.085413,67.774822,94.268
"1590",2010-09-21,71.80225,111.66865,67.978554,93.824
"1591",2010-09-22,71.340424,111.436314,68.064772,94.576
"1592",2010-09-23,71.642148,112.074766,68.311023,95.936
"1593",2010-09-24,71.72085,112.474979,68.129948,95.525
"1594",2010-09-25,71.72085,112.474979,68.129948,95.525
"1595",2010-09-26,71.72085,112.474979,68.129948,95.525
"1596",2010-09-27,70.831664,112.150828,68.079007,95.474
"1597",2010-09-28,70.86688,112.097458,68.051447,95.238
"1598",2010-09-29,70.583597,111.577169,68.269546,95.789
"1599",2010-09-30,70.763135,111.796893,68.613305,96.436
"1600",2010-10-01,70.080752,110.159243,67.633015,95.464
"1601",2010-10-02,70.080752,110.159243,67.633015,95.464
"1602",2010-10-03,70.080752,110.159243,67.633015,95.464
"1603",2010-10-04,69.609494,110.104478,67.650254,95.901
"1604",2010-10-05,70.255229,111.162925,67.944692,96.067
"1605",2010-10-06,70.083851,111.377369,68.11916,96.954
"1606",2010-10-07,69.518678,110.266636,67.894478,96.77
"1607",2010-10-08,69.590034,110.518814,68.382249,96.925
"1608",2010-10-09,69.590034,110.518814,68.382249,96.925
"1609",2010-10-10,69.590034,110.518814,68.382249,96.925
"1610",2010-10-11,69.497067,110.843222,68.812779,97.143
"1611",2010-10-12,70.139049,111.464392,69.034889,97.353
"1612",2010-10-13,69.854854,110.461311,68.93356,97.217
"1613",2010-10-14,70.078757,111.466803,69.486724,97.879
"1614",2010-10-15,69.299318,110.954602,68.854056,97.518
"1615",2010-10-16,69.299318,110.954602,68.854056,97.518
"1616",2010-10-17,69.299318,110.954602,68.854056,97.518
"1617",2010-10-18,69.712117,111.430861,68.961462,97.346
"1618",2010-10-19,69.717279,110.835044,69.018967,97.158
"1619",2010-10-20,70.444719,110.597646,68.403421,96.784
"1620",2010-10-21,68.951515,109.256695,67.97303,96.277
"1621",2010-10-22,70.176044,110.304947,68.709723,97.664
"1622",2010-10-23,70.176044,110.304947,68.709723,97.664
"1623",2010-10-24,70.176044,110.304947,68.709723,97.664
"1624",2010-10-25,69.964859,109.740157,68.853836,97.559
"1625",2010-10-26,68.275862,107.334611,67.640625,95.238
"1626",2010-10-27,70.305327,111.430042,69.344297,97.401
"1627",2010-10-28,70.090724,110.594366,68.204675,96.571
"1628",2010-10-29,70.426042,111.123454,68.53097,97.033
"1629",2010-10-30,70.426042,111.123454,68.53097,97.033
"1630",2010-10-31,70.426042,111.123454,68.53097,97.033
"1631",2010-11-01,69.32093,111.274983,68.420086,96.876
"1632",2010-11-02,69.870606,112.223762,69.100668,97.197
"1633",2010-11-03,69.478484,111.41323,69.424076,97.52
"1634",2010-11-04,69.471933,111.90764,69.753376,98.143
"1635",2010-11-05,69.49255,113.115204,70.583952,98.874
"1636",2010-11-06,69.49255,113.115204,70.583952,98.874
"1637",2010-11-07,69.49255,113.115204,70.583952,98.874
"1638",2010-11-08,68.918727,111.711193,70.073678,97.01
"1639",2010-11-09,70.008652,112.869929,70.784371,97.102
"1640",2010-11-10,70.579437,112.973036,70.940009,97.202
"1641",2010-11-11,69.565186,112.177221,69.905172,95.833
"1642",2010-11-12,70.123339,112.941942,69.882207,95.515
"1643",2010-11-13,70.123339,112.941942,69.882207,95.515
"1644",2010-11-14,70.123339,112.941942,69.882207,95.515
"1645",2010-11-15,70.539692,113.822767,69.800549,96.59
"1646",2010-11-16,71.382689,114.541371,70.244291,96.902
"1647",2010-11-17,71.868653,114.162251,70.172975,96.958
"1648",2010-11-18,71.534602,113.920808,70.24415,96.958
"1649",2010-11-19,71.042689,114.050782,70.403454,97.023
"1650",2010-11-20,71.042689,114.050782,70.403454,97.023
"1651",2010-11-21,71.042689,114.050782,70.403454,97.023
"1652",2010-11-22,70.872381,113.448637,70.203243,97.407
"1653",2010-11-23,71.940891,114.717468,71.011611,97.854
"1654",2010-11-24,72.714777,114.90497,70.867128,97.336
"1655",2010-11-25,71.85956,113.463357,70.773428,95.99
"1656",2010-11-26,71.511994,112.709121,69.903275,95.397
"1657",2010-11-27,71.511994,112.709121,69.903275,95.397
"1658",2010-11-28,71.511994,112.709121,69.903275,95.397
"1659",2010-11-29,72.082641,112.407822,69.661994,95.423
"1660",2010-11-30,72.555708,112.851039,69.760804,95.077
"1661",2010-12-01,72.295259,112.553625,69.379524,93.926
"1662",2010-12-02,71.161905,111.111111,68.762424,93.4
"1663",2010-12-03,71.034352,110.784753,69.447403,93.879
"1664",2010-12-04,71.034352,110.784753,69.447403,93.879
"1665",2010-12-05,71.034352,110.784753,69.447403,93.879
"1666",2010-12-06,69.95155,110.317386,69.428867,93.847
"1667",2010-12-07,70.632197,110.985099,69.828125,93.849
"1668",2010-12-08,70.764062,111.473597,69.592367,93.727
"1669",2010-12-09,70.867859,111.980682,69.421897,93.907
"1670",2010-12-10,71.055732,112.107709,69.962079,94.092
"1671",2010-12-11,71.055732,112.107709,69.962079,94.092
"1672",2010-12-12,71.055732,112.107709,69.962079,94.092
"1673",2010-12-13,71.017656,112.174746,69.905273,93.722
"1674",2010-12-14,70.492721,111.838209,70.173157,94.425
"1675",2010-12-15,71.181049,112.244778,71.016278,95.105
"1676",2010-12-16,71.931337,111.934573,71.028973,95.122
"1677",2010-12-17,71.255287,111.396859,70.525529,94.342
"1678",2010-12-18,71.255287,111.396859,70.525529,94.342
"1679",2010-12-19,71.255287,111.396859,70.525529,94.342
"1680",2010-12-20,71.876187,111.533475,71.050458,94.625
"1681",2010-12-21,71.465925,110.840624,70.978952,93.749
"1682",2010-12-22,71.330787,110.32967,71.10265,93.372
"1683",2010-12-23,70.994281,109.411281,70.978045,93.109
"1684",2010-12-24,70.777024,109.369041,71.107454,92.909
"1685",2010-12-25,70.777024,109.369041,71.107454,92.909
"1686",2010-12-26,70.777024,109.369041,71.107454,92.909
"1687",2010-12-27,71.116208,109.615838,71.159731,93.02
"1688",2010-12-28,70.961334,109.625205,71.410697,93.598
"1689",2010-12-29,71.836314,110.308613,72.529126,94.005
"1690",2010-12-30,70.239698,108.91312,71.493881,92.892
"1691",2010-12-31,70.360875,108.645229,71.500497,93.587
"1692",2011-01-01,70.360875,108.645229,71.500497,93.587
"1693",2011-01-02,70.360875,108.645229,71.500497,93.587
"1694",2011-01-03,70.323402,109.548688,71.851002,93.938
"1695",2011-01-04,69.934866,108.341452,71.138527,93.412
"1696",2011-01-05,71.013437,110.795268,71.545152,94.597
